Consumer_Address_Key,Consumer_Address_Country_Code_Key,Consumer_Address_Last_Update_Source_System_Key,Consumer_Address_Last_Postal_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Address_Type_Code_Key,Consumer_Address_Record_Valid_From_Date,Consumer_Address_Record_Valid_To_Date,HUI,Consumer_Address_Current_Record_Indicator,Consumer_Address_Postal_Opt_In_Opt_Out_Indicator,Consumer_Address_Postal_Opt_In_Opt_Out_Update_Date,Consumer_Address_Source_Last_Update_Date,Consumer_Line1_Address,Consumer_Line2_Address,Consumer_Line3_Address,Consumer_Address_City_Name,Consumer_Address_Zip_Code,Consumer_Address_Melissa_Identifier,Consumer_Address_Melissa_Delivery_Type_Code,Consumer_Address_Melissa_Result_Code,Consumer_Address_Melissa_Quality_Score_Code,Consumer_Address_Record_Created_Timestamp,Consumer_Address_Record_Modified_Timestamp
1,1,512,791,1997985,834,2023-10-25,2023-12-16,"895 Nathan Knoll Suite 147West Brenda, HI 44990",1,0,2023-03-01,2023-01-25,null,null,null,Davidburgh,40900,null,null,null,Valid,2023-02-25 02:17:10,2023-09-13 11:26:06
1,2,14,996,2004910,887,2023-01-19,2023-09-06,"8836 Robbins Inlet Apt. 341North Eugene, CA 01564",0,0,2022-05-31,2022-10-10,null,null,null,Smithbury,26328,null,null,null,Valid,2023-11-05 13:02:39,2023-12-19 03:46:54
1,2,522,666,2007798,814,2023-05-28,2023-07-28,"83504 Middleton Mountain Suite 391Annabury, AS 05875",1,0,2023-01-04,2022-12-22,null,null,null,Davisstad,02761,null,null,null,Suspicious,2022-09-28 19:31:04,2023-03-19 00:25:32
1,3,21,9,2015294,814,2022-01-04,2023-09-11,"3977 Huffman Motorway Apt. 939Emilytown, TX 01776",0,1,2021-02-14,2023-05-06,null,null,null,North Eduardoview,03495,null,null,null,Valid,2023-10-07 23:57:56,2023-12-10 19:08:00
1,3,572,353,2016122,564,2023-02-19,2023-09-13,"718 Anderson RidgeDenisemouth, SC 86777",0,0,2023-12-20,2023-09-03,null,null,null,Wendymouth,27331,null,null,null,Invalid,2023-04-06 01:56:55,2023-06-27 22:46:23
1,1,540,697,2026977,793,2023-05-23,2023-11-18,"4913 Kramer Village Suite 495Carolynburgh, NM 69919",1,0,2024-01-23,2022-08-09,null,null,null,Dannyberg,02619,null,null,null,Valid,2021-09-08 12:39:09,2022-04-18 19:14:15
1,3,841,52,2038872,926,2022-08-27,2023-05-31,"15495 Tracie Stream Apt. 429Kingmouth, VI 96418",1,1,2022-09-28,2021-02-15,null,null,null,Adamchester,34281,null,null,null,Valid,2022-10-20 17:51:03,2024-01-20 10:35:29
1,2,422,732,2044995,206,2021-11-24,2022-11-24,"62101 Moore Plaza Apt. 152West Mariashire, WV 27883",0,0,2022-08-22,2022-04-29,null,null,null,Kennethborough,06774,null,null,null,Valid,2022-03-31 22:23:53,2023-01-31 12:29:53
1,3,522,563,2062165,1,2021-03-31,2023-11-26,"259 Marie Street Apt. 007Martinezside, KY 68459",1,0,2021-08-06,2021-05-10,null,null,null,South Elizabethburgh,91861,null,null,null,Valid,2021-06-17 03:54:55,2022-07-14 00:09:46
1,2,917,55,2069166,677,2022-08-23,2023-07-24,"78981 Jesse Plains Apt. 400New Hannah, NY 53667",0,0,2021-11-12,2023-09-12,null,null,null,East Christopher,18313,null,null,null,Valid,2021-11-16 21:57:04,2023-02-10 13:32:22
1,2,912,496,2070483,662,2022-10-26,2023-09-28,"2770 Jonathan WaysKimberlyfurt, AZ 80828",0,1,2022-07-10,2023-07-12,null,null,null,South Sharon,46782,null,null,null,Valid,2023-03-01 11:36:31,2023-03-21 10:02:34
1,3,426,990,2091739,916,2022-06-01,2023-03-06,"61286 Yvonne Terrace Suite 572East Thomasbury, NM 96240",1,0,2023-03-15,2022-01-16,null,null,null,Dylanport,80094,null,null,null,Invalid,2023-05-31 09:15:31,2023-09-09 05:00:58
1,3,294,402,2094782,63,2022-03-12,2022-05-29,"847 Powell ParkwayHoustonmouth, MS 55374",1,1,2022-09-20,2021-07-24,null,null,null,West Stevenside,29994,null,null,null,Valid,2021-08-08 05:12:06,2022-11-23 05:40:44
1,2,857,153,2097764,301,2021-07-06,2022-07-03,"78787 Hernandez Station Apt. 941West Jasonmouth, IL 20989",1,0,2022-07-27,2022-01-25,null,null,null,Francesshire,29629,null,null,null,Valid,2023-07-22 05:23:36,2023-08-04 09:22:18
1,2,830,368,2100341,337,2022-12-09,2023-10-10,"7552 Shane Isle Suite 486Melissaport, PW 47851",0,0,2022-04-26,2023-04-24,null,null,null,Ricardobury,98215,null,null,null,Valid,2023-12-09 22:14:10,2024-01-03 21:10:31
1,1,160,745,2124637,794,2021-07-15,2022-09-28,Unit 9516 Box 6336DPO AA 48506,1,1,2022-06-24,2021-09-26,null,null,null,North Tiffanyborough,38338,null,null,null,Invalid,2021-09-20 13:37:07,2022-05-19 13:47:54
1,3,34,952,2130451,593,2023-07-27,2023-10-17,"45555 Garcia BrookPort Whitneyview, FL 76719",0,0,2021-05-15,2022-04-11,null,null,null,East Timothy,79909,null,null,null,Valid,2023-10-07 12:00:58,2023-10-29 17:10:16
1,1,291,130,2133373,852,2023-05-30,2023-10-16,"1664 Vasquez DamPort Rebecca, AL 35683",1,1,2023-10-09,2022-03-09,null,null,null,Lake Mark,10694,null,null,null,Invalid,2023-10-25 08:21:10,2023-12-20 12:51:15
1,1,208,271,2134358,190,2023-03-15,2023-04-15,USNS HawkinsFPO AP 55685,1,0,2022-07-24,2022-12-03,null,null,null,South Christopherton,43996,null,null,null,Valid,2023-02-20 14:10:14,2023-12-29 02:50:41
1,2,676,188,2135151,370,2023-09-30,2023-11-26,"139 Kim SpurShaneview, SD 20158",1,0,2022-08-28,2023-03-31,null,null,null,Jamesside,03205,null,null,null,Valid,2022-08-11 23:01:01,2023-07-28 04:06:09
1,3,155,172,2153692,6,2021-11-29,2022-08-27,"577 Benjamin CornerVanessaborough, MI 40690",0,1,2022-09-18,2022-04-28,null,null,null,West Allison,75744,null,null,null,Valid,2023-11-11 13:29:45,2023-11-28 11:08:13
1,3,79,647,2179013,842,2022-09-28,2023-07-19,"29047 Sandoval Ways Apt. 793Jordanport, SC 80912",1,0,2023-07-21,2022-03-25,null,null,null,Acevedoborough,37992,null,null,null,Invalid,2021-12-29 15:36:17,2023-04-12 09:34:35
1,3,237,309,2191969,33,2022-03-02,2022-09-06,"4079 Stacey Circle Suite 957Josephview, GU 14716",1,1,2022-06-22,2022-06-19,null,null,null,Josechester,65619,null,null,null,Valid,2023-05-29 02:01:36,2024-01-01 00:14:45
1,1,463,171,2203205,465,2023-08-24,2023-09-07,"648 Drake StationWest James, CA 44897",0,1,2022-03-27,2021-02-04,null,null,null,South Katherine,52518,null,null,null,Valid,2022-02-17 16:56:09,2022-07-14 15:33:24
1,2,336,938,2214927,388,2023-01-22,2023-10-03,"1289 Joseph TrackLake Kathleen, NY 43164",1,0,2022-12-09,2022-10-29,null,null,null,New Shawn,34169,null,null,null,Invalid,2022-06-04 16:30:26,2022-09-07 07:19:08
1,3,56,777,2227806,281,2021-10-16,2023-07-11,"29559 Kenneth Way Apt. 148Moralesmouth, FM 46059",1,0,2021-06-14,2023-12-09,null,null,null,Younghaven,63936,null,null,null,Valid,2021-04-21 04:57:09,2021-12-04 15:16:00
1,3,855,338,2236602,679,2022-01-14,2022-08-05,"68810 Brown Island Suite 395East Jonathon, CT 83564",0,1,2021-11-08,2022-09-04,null,null,null,Lake Rachel,18220,null,null,null,Valid,2021-10-16 16:07:59,2022-12-05 19:51:21
1,3,98,908,2241199,720,2023-04-13,2023-10-11,"10634 Melissa CirclesCarlshire, NV 66722",1,1,2022-06-01,2022-04-22,null,null,null,Port Ashleyborough,90984,null,null,null,Valid,2024-01-15 07:02:03,2024-01-15 07:06:51
1,1,453,760,2245659,830,2021-04-22,2023-08-27,"383 Kennedy Radial Apt. 727Lake Crystal, NM 65236",1,0,2022-12-01,2022-11-25,null,null,null,East Joshuafort,28132,null,null,null,Valid,2022-07-29 18:28:29,2023-02-14 00:41:48
1,1,93,43,2246467,43,2023-05-06,2023-08-01,Unit 4346 Box 4059DPO AP 43189,1,0,2022-07-10,2021-07-30,null,null,null,South Claireside,07219,null,null,null,Valid,2021-07-06 13:19:32,2021-08-24 11:58:09
1,3,147,853,2256425,568,2022-11-07,2023-09-20,"3119 Medina Meadow Suite 167Joelburgh, FL 65691",1,1,2021-11-03,2021-10-13,null,null,null,Huberbury,72574,null,null,null,Valid,2023-08-19 13:22:33,2023-08-22 09:57:56
1,1,110,8,2262045,180,2023-08-18,2023-11-30,Unit 8076 Box 1900DPO AA 97782,0,0,2023-03-06,2021-03-19,null,null,null,Anthonyton,31365,null,null,null,Valid,2021-02-01 13:16:26,2022-03-12 19:56:03
1,3,585,182,2266631,383,2024-01-08,2024-01-13,Unit 4440 Box 2736DPO AE 88478,0,0,2022-10-28,2021-03-04,null,null,null,North Stephaniehaven,04168,null,null,null,Invalid,2022-10-23 16:38:25,2023-08-18 13:31:18
1,2,885,979,2282196,512,2022-07-12,2023-03-10,"00698 Breanna Place Suite 558Danachester, PR 54513",1,0,2022-01-04,2023-05-11,null,null,null,East Danielhaven,11512,null,null,null,Invalid,2022-04-09 00:20:30,2022-09-22 16:25:52
1,1,290,812,2302696,814,2021-03-21,2022-05-26,"84624 Hart Views Suite 842Berryfort, CO 32206",1,0,2022-06-16,2022-06-18,null,null,null,New Susanland,34577,null,null,null,Invalid,2023-09-08 08:07:34,2024-01-12 12:40:32
1,2,168,817,2316514,40,2022-04-17,2022-08-03,"037 Mendoza Trace Suite 366New Kathleenburgh, ME 47659",0,1,2023-08-24,2022-01-14,null,null,null,West Scott,34593,null,null,null,Valid,2023-04-08 12:30:36,2023-11-15 16:47:21
1,2,333,724,2328681,968,2022-03-09,2023-05-21,"272 Hart Port Suite 555Catherinefort, SC 72098",1,0,2022-02-03,2023-03-25,null,null,null,Hernandezfort,33390,null,null,null,Valid,2022-12-06 21:01:47,2023-08-19 23:58:55
1,3,286,330,2336745,813,2022-04-30,2022-09-19,"1846 Shelley Mews Suite 108Chavezmouth, OR 57088",0,1,2021-10-25,2023-10-19,null,null,null,South Nicoleshire,74567,null,null,null,Valid,2023-10-27 18:09:09,2024-01-01 07:02:15
1,3,634,891,2347297,70,2023-11-19,2023-12-30,"958 Collins ThroughwayWilliamsside, MH 83764",0,0,2021-03-05,2022-04-01,null,null,null,Bryanthaven,11036,null,null,null,Valid,2021-12-02 19:24:28,2023-02-22 19:38:19
1,2,362,265,2350188,34,2023-03-15,2023-04-30,"52381 Connie Flat Suite 915Jeffreybury, NY 67261",1,1,2022-05-03,2022-05-06,null,null,null,Harrisville,21095,null,null,null,Valid,2022-05-15 02:32:01,2022-07-28 22:07:53
1,2,481,167,2358878,431,2022-03-02,2023-06-11,"7968 Morrison Corners Apt. 630Lake Roseport, CT 30817",0,0,2023-04-14,2022-07-28,null,null,null,West Benjamin,52209,null,null,null,Invalid,2021-05-30 23:56:53,2023-02-11 23:48:39
1,2,125,54,2365545,85,2022-07-09,2023-08-12,Unit 7272 Box 0694DPO AP 81492,0,1,2022-09-06,2021-07-17,null,null,null,Farmerstad,18538,null,null,null,Valid,2022-11-29 05:36:28,2023-12-17 14:13:08
1,2,474,42,2369445,526,2021-10-20,2024-01-18,"86937 Wise Mountain Suite 605Kristinstad, AS 78016",0,1,2021-05-31,2023-07-03,null,null,null,Mayerborough,24768,null,null,null,Valid,2021-10-24 06:24:47,2022-12-11 00:07:36
1,2,738,985,2379289,896,2021-07-03,2022-01-10,"80327 Mark Forest Suite 792New Lisafurt, VT 75402",1,0,2021-04-25,2021-09-10,null,null,null,Willisfurt,03003,null,null,null,Valid,2021-06-18 01:41:01,2023-04-24 16:19:16
1,3,299,3,2399218,648,2021-08-28,2022-11-09,"9267 Tanner Alley Suite 346Ballardland, DC 32365",1,0,2022-09-27,2023-12-25,null,null,null,East Valeriemouth,32699,null,null,null,Valid,2021-03-17 13:20:08,2022-04-28 16:15:14
1,1,616,770,2400171,383,2022-05-23,2023-05-22,"371 Erickson Ford Apt. 688Camachoport, GU 11582",1,1,2022-06-01,2023-01-13,null,null,null,Port Samanthastad,45079,null,null,null,Valid,2021-06-26 11:44:16,2022-11-17 21:43:31
1,3,990,83,2403907,20,2022-11-23,2023-11-05,"2730 Kathleen Mountain Apt. 174North Tonya, OK 93537",0,1,2021-07-12,2022-02-22,null,null,null,Jeffreyfurt,88641,null,null,null,Valid,2021-12-29 21:36:00,2023-05-20 14:22:01
1,2,529,5,2410006,887,2022-05-03,2023-04-15,USS RogersFPO AE 29539,1,1,2023-04-03,2021-11-26,null,null,null,South Rachelbury,03969,null,null,null,Invalid,2022-07-05 13:45:10,2023-04-04 10:28:20
1,2,43,595,2425429,992,2022-09-12,2023-04-18,"779 Burnett Oval Suite 490Gilbertfort, CA 29270",1,0,2022-11-18,2023-08-05,null,null,null,Gilesburgh,66840,null,null,null,Valid,2022-06-16 21:50:17,2023-06-21 13:23:53
1,2,474,724,2445835,635,2021-09-27,2023-02-15,USNS GayFPO AE 60045,0,0,2021-10-31,2024-01-23,null,null,null,New Jamesport,51652,null,null,null,Valid,2021-09-25 13:33:34,2024-01-07 01:57:29
1,2,261,18,2452370,201,2023-11-30,2024-01-18,"822 Caitlin Knoll Suite 844Millston, MT 78687",1,0,2022-04-02,2021-06-30,null,null,null,North Victoriashire,83899,null,null,null,Invalid,2023-09-18 05:25:51,2023-10-19 08:52:30
1,3,37,528,2456641,315,2022-10-30,2023-08-29,"54428 Jessica Views Suite 490Jenniferport, NY 48429",0,1,2023-07-02,2023-02-11,null,null,null,Lake Caitlynside,73245,null,null,null,Valid,2023-06-10 04:04:34,2023-07-26 20:51:38
1,3,742,464,2457728,940,2023-03-13,2024-01-20,"60434 Pitts Circle Suite 220Phillipshaven, VI 10406",0,0,2021-10-26,2023-06-01,null,null,null,Kimberlyville,43163,null,null,null,Valid,2021-11-22 04:50:30,2023-09-20 06:58:43
1,1,235,273,2459743,93,2021-07-05,2023-01-05,"36297 Lauren Knoll Suite 468Port Richardside, WA 20088",0,1,2022-11-28,2021-04-09,null,null,null,East Jonstad,50071,null,null,null,Valid,2021-03-27 00:40:38,2023-03-24 09:43:01
1,1,959,464,2507171,516,2023-11-29,2023-12-14,"93084 Melissa Highway Suite 992Port Garrettville, WA 17112",1,0,2021-12-05,2022-05-06,null,null,null,East Megan,42698,null,null,null,Valid,2023-07-25 23:21:20,2023-11-23 07:04:05
1,2,525,327,2507327,239,2021-03-26,2021-08-29,"338 Ann ValleysLake Jessica, IA 61170",0,0,2022-03-26,2021-12-06,null,null,null,Mooretown,18452,null,null,null,Valid,2023-08-14 15:14:40,2023-12-15 03:19:47
1,2,816,819,2518005,667,2024-01-04,2024-01-04,"33840 Michael Alley Suite 929Rodriguezbury, NE 76856",1,0,2021-07-28,2021-07-11,null,null,null,East Kaylamouth,83116,null,null,null,Valid,2022-11-20 02:27:07,2023-04-28 23:08:12
1,1,514,299,2520866,193,2022-11-11,2023-01-27,"9518 Ashley BrookPort Mirandaton, MT 28658",0,0,2021-07-23,2021-08-25,null,null,null,Chelsealand,86399,null,null,null,Invalid,2022-11-19 01:35:09,2023-01-29 13:06:54
1,3,684,803,2523580,398,2021-11-20,2022-03-06,"986 Patricia Island Apt. 274New Tyroneberg, UT 40718",1,1,2022-01-11,2021-09-28,null,null,null,Schmidtland,01645,null,null,null,Invalid,2022-05-22 17:39:17,2023-06-07 00:49:21
1,3,37,238,2527287,949,2022-03-30,2022-06-27,"381 Frank Shore Suite 418West Marissa, PW 21447",0,0,2023-11-29,2023-11-23,null,null,null,Shortburgh,20109,null,null,null,Valid,2021-12-26 12:16:56,2022-06-16 02:54:49
1,3,928,255,2528589,950,2023-07-04,2023-08-31,"4069 Jacqueline Meadow Apt. 979Thomasmouth, MT 54473",0,0,2022-02-03,2021-08-06,null,null,null,West Harold,26194,null,null,null,Invalid,2023-08-05 01:38:00,2023-11-25 20:37:01
1,3,320,587,2529947,566,2022-04-20,2023-03-03,"6807 Jennifer ForksEast Mark, MA 67765",1,0,2022-05-30,2022-04-04,null,null,null,West Aaronfurt,82992,null,null,null,Valid,2021-06-15 04:16:41,2022-07-03 12:12:49
1,1,279,50,2546031,578,2022-12-10,2023-01-16,"049 Davis Circles Suite 889Christophermouth, AR 81746",0,1,2022-05-17,2022-04-30,null,null,null,East Michelle,10410,null,null,null,Valid,2022-11-29 19:28:15,2022-12-09 09:03:12
1,2,982,581,2555439,564,2021-12-29,2022-01-06,"648 Kendra IslandMoniquefurt, MO 95893",0,1,2022-04-11,2023-07-20,null,null,null,South Valerie,57013,null,null,null,Valid,2021-04-01 01:19:32,2023-09-08 13:54:13
1,2,540,325,2601766,393,2022-06-12,2023-10-12,"59037 David ManorEast Glennland, NC 68857",0,1,2022-07-30,2021-07-04,null,null,null,Lake Shaunshire,33582,null,null,null,Valid,2023-04-25 22:00:54,2023-06-18 02:19:20
1,1,857,919,2605186,794,2023-08-29,2023-10-30,Unit 7081 Box 1527DPO AP 81329,0,0,2021-08-13,2022-01-20,null,null,null,Garciafurt,34585,null,null,null,Valid,2022-01-19 12:35:04,2023-06-04 17:56:22
1,3,394,84,2606875,555,2023-03-05,2023-05-11,USS ThompsonFPO AP 51173,1,0,2023-11-05,2022-05-11,null,null,null,North Raymondton,81967,null,null,null,Valid,2024-01-21 12:13:27,2024-01-25 06:01:09
1,2,232,461,2612889,772,2022-07-22,2022-11-10,"04292 James Vista Suite 131Hardymouth, GU 31611",1,0,2021-12-22,2022-12-19,null,null,null,Josephmouth,79986,null,null,null,Invalid,2023-04-14 07:33:40,2023-05-16 18:01:21
1,2,555,563,2622041,457,2023-06-29,2023-09-13,"705 Thomas Shoal Suite 691East Amytown, KS 02395",1,1,2022-07-15,2022-05-30,null,null,null,Wilsonbury,67220,null,null,null,Suspicious,2021-04-01 22:03:23,2023-06-14 09:34:56
1,1,305,446,2626711,212,2022-08-17,2022-12-22,"60794 Theresa WaysMillerchester, NV 78635",1,1,2022-01-31,2023-10-21,null,null,null,North Andrew,54985,null,null,null,Valid,2021-06-16 04:17:42,2022-12-23 06:01:47
1,1,811,632,2629614,494,2023-09-06,2024-01-17,"4014 Grant Lodge Apt. 577Port Gregory, IL 71489",1,0,2022-09-01,2023-04-11,null,null,null,Davisside,92110,null,null,null,Valid,2021-05-09 22:37:17,2021-06-19 06:15:49
1,1,620,945,2639161,243,2022-10-17,2023-11-20,"8422 Amanda Cape Suite 757Jamesshire, NJ 25579",1,1,2021-04-30,2021-08-04,null,null,null,South Matthewton,25464,null,null,null,Valid,2021-12-23 14:59:37,2023-08-22 09:52:49
1,1,112,534,2662848,741,2021-03-22,2022-07-09,"9821 Eric Points Suite 803Christinaport, MP 28952",0,1,2023-09-29,2023-05-30,null,null,null,Georgeland,28162,null,null,null,Invalid,2023-05-23 01:03:23,2023-08-24 22:02:32
1,1,727,162,2664427,686,2022-11-17,2023-04-26,"614 Evelyn Springs Apt. 555Smithland, PR 17968",0,1,2022-06-09,2021-10-14,null,null,null,New Josephberg,48323,null,null,null,Invalid,2021-10-25 22:46:42,2023-07-20 14:55:07
1,1,62,927,2675555,664,2022-05-20,2022-11-20,"5311 Christopher Groves Suite 981West Bonnie, PW 05755",0,1,2021-06-01,2021-11-25,null,null,null,West Tylerchester,19439,null,null,null,Valid,2021-11-19 21:22:32,2024-01-03 20:14:50
1,3,510,73,2678374,744,2023-03-27,2023-11-24,"14865 Diaz Manor Apt. 862Mackstad, MT 61871",1,1,2023-02-26,2023-11-10,null,null,null,West Erikaport,30759,null,null,null,Invalid,2021-07-13 07:41:57,2023-04-24 22:58:06
1,1,335,173,2693136,51,2023-06-12,2023-11-06,"00824 Daniel LocksNorth Anthony, DC 21664",0,1,2023-10-09,2022-06-09,null,null,null,North Robert,21460,null,null,null,Suspicious,2021-07-04 23:22:38,2023-10-14 14:39:28
1,2,424,446,2708350,867,2023-01-21,2023-12-07,"2624 Sanders Loop Suite 377West Jonathan, MD 85466",1,1,2023-01-24,2021-12-20,null,null,null,New Michaelberg,49577,null,null,null,Valid,2021-03-13 06:33:54,2022-12-11 14:01:10
1,1,604,648,2720690,678,2023-05-20,2023-09-19,"323 Kelly Plaza Apt. 242Susantown, KY 18498",0,1,2021-06-22,2021-09-27,null,null,null,New Barbara,26699,null,null,null,Suspicious,2022-09-22 05:55:45,2023-08-29 03:59:20
1,3,393,803,2726559,288,2022-09-11,2023-12-11,"2863 Krystal Greens Apt. 491New Amy, KY 35585",0,1,2023-05-23,2022-01-28,null,null,null,East Ashleyfort,57111,null,null,null,Valid,2021-03-04 08:55:33,2022-01-20 21:21:04
1,3,638,141,2747610,10,2023-01-29,2023-12-08,"33796 Amy Gardens Suite 813Lake Loganmouth, VT 58200",0,0,2023-08-08,2021-05-30,null,null,null,Dennisview,60492,null,null,null,Valid,2022-02-22 19:15:46,2022-08-30 10:50:23
1,2,918,473,2750214,871,2022-04-14,2022-09-29,"895 Jessica Burg Suite 743Scottberg, MN 61452",0,1,2021-09-10,2023-07-25,null,null,null,East Catherineview,82508,null,null,null,Invalid,2022-08-31 07:02:45,2023-06-18 21:33:56
1,2,842,308,2758280,824,2022-01-17,2022-12-16,"77424 Maynard Bypass Suite 750Oconnellport, NH 73058",1,0,2023-11-07,2023-06-11,null,null,null,Sarahton,16855,null,null,null,Valid,2021-10-29 01:04:24,2022-08-09 10:53:45
1,1,525,374,2772244,508,2023-06-27,2023-12-23,"89039 Jennifer Underpass Suite 229New Jordanmouth, CA 56151",1,0,2021-12-03,2022-01-30,null,null,null,Lynchmouth,09869,null,null,null,Valid,2022-08-25 08:51:56,2023-04-28 00:43:49
1,3,360,257,2772633,373,2024-01-09,2024-01-14,"9547 Byrd Forge Apt. 035Howellville, MH 66169",0,0,2022-06-30,2021-11-19,null,null,null,Lake Michaelstad,32559,null,null,null,Invalid,2023-04-04 05:50:37,2023-08-29 06:19:52
1,3,645,718,2781479,40,2021-08-09,2023-04-26,"7884 Jocelyn BypassBrianmouth, SC 01649",0,1,2021-10-07,2023-04-03,null,null,null,Bennettbury,48575,null,null,null,Invalid,2021-07-28 15:23:35,2022-06-29 23:55:43
1,3,922,669,2784089,99,2022-05-16,2022-09-01,"3655 Blake RowLloydstad, CO 73126",1,0,2022-10-31,2022-08-14,null,null,null,Wallaceside,67122,null,null,null,Valid,2023-07-01 08:25:18,2024-01-07 18:11:45
1,1,449,610,2785477,119,2021-03-02,2022-05-19,"09930 Hammond Island Suite 389Robertfurt, MH 41668",1,1,2022-11-20,2023-04-29,null,null,null,South Larrymouth,44882,null,null,null,Valid,2021-10-21 19:56:56,2024-01-23 00:47:37
1,1,185,2,2815681,478,2023-05-18,2023-08-26,Unit 0315 Box 9027DPO AA 96508,1,0,2022-06-28,2022-08-09,null,null,null,New Jacobstad,28381,null,null,null,Valid,2023-05-28 06:10:44,2023-08-20 21:42:40
1,1,84,682,2820127,281,2021-03-09,2021-06-21,"2449 Smith Hills Suite 159West Matthewburgh, WI 46865",0,1,2023-11-22,2021-07-01,null,null,null,West Heather,62936,null,null,null,Valid,2022-03-22 07:56:23,2022-05-06 11:05:57
1,1,858,343,2820288,414,2021-05-10,2023-10-06,"677 Christopher TraceWest Michaelmouth, CO 68933",0,1,2023-08-09,2023-06-05,null,null,null,West Carrie,42571,null,null,null,Valid,2022-07-18 01:01:19,2023-03-03 17:58:42
1,1,204,147,2828763,639,2021-05-26,2021-10-01,"1373 Sullivan Hill Apt. 604South Devontown, AZ 67491",1,0,2023-04-07,2022-03-08,null,null,null,Shannonchester,28085,null,null,null,Valid,2021-02-17 14:43:58,2021-11-21 15:06:20
1,1,300,379,2833873,182,2023-09-28,2023-12-22,"1192 Frank Vista Apt. 928Chavezview, VI 26842",1,0,2022-11-28,2023-06-08,null,null,null,Davisfort,39185,null,null,null,Valid,2021-04-04 04:36:51,2023-03-09 16:16:34
1,2,617,233,2836709,445,2023-08-30,2023-12-27,"477 Garner Canyon Apt. 570Butlerville, SD 37928",1,0,2021-03-01,2021-08-03,null,null,null,Shawtown,22110,null,null,null,Invalid,2022-10-17 05:43:08,2023-03-09 20:55:13
1,3,675,674,2856997,482,2021-08-21,2022-02-03,"17581 Amber ShoalsSouth Christopher, MN 17828",0,0,2021-10-18,2023-06-01,null,null,null,Suarezbury,66847,null,null,null,Valid,2021-08-31 05:19:55,2023-03-09 20:33:09
1,3,883,447,2862844,441,2022-03-26,2022-06-01,"63396 Grant Creek Suite 865Carolineberg, MP 29299",0,0,2024-01-17,2021-08-02,null,null,null,South Katherineburgh,31005,null,null,null,Valid,2021-08-01 08:53:51,2022-04-04 13:19:47
1,3,249,514,2872422,886,2023-11-26,2023-11-29,"3630 Brooks Street Apt. 037South Meaganfort, SC 87170",1,1,2021-09-04,2023-11-10,null,null,null,Youngmouth,83380,null,null,null,Valid,2023-03-26 18:50:25,2023-07-12 18:43:00
1,3,947,862,2881961,450,2023-12-31,2024-01-11,"85890 Daniel VistaNew Jamieberg, PR 01345",1,0,2021-09-13,2022-09-02,null,null,null,Ellisview,42847,null,null,null,Valid,2021-06-21 23:01:17,2021-11-13 12:37:06
1,1,779,19,2886957,730,2021-08-28,2022-11-16,"688 Kelley Coves Apt. 900Millerchester, UT 89629",0,1,2023-05-18,2023-08-28,null,null,null,Burnstown,68726,null,null,null,Invalid,2021-08-21 14:59:46,2023-11-13 08:22:51
1,3,200,846,2894829,117,2022-03-30,2023-06-25,"196 Michael Well Suite 349Mariastad, IL 90932",0,0,2021-03-31,2022-01-16,null,null,null,North Roberttown,10935,null,null,null,Valid,2023-10-27 11:19:18,2023-11-24 09:00:17
1,1,572,589,2899374,502,2021-05-27,2021-12-12,"3731 Estrada IsleEast Jeffreyside, VA 81321",1,0,2023-06-29,2023-10-02,null,null,null,Edgarburgh,75367,null,null,null,Valid,2022-03-16 23:35:32,2023-06-10 04:14:19
1,2,367,633,2904318,378,2021-11-28,2023-11-29,"7197 Barbara CoveEast Brianbury, PR 76738",1,0,2023-05-16,2023-03-09,null,null,null,Beckerland,35157,null,null,null,Valid,2022-03-23 23:27:26,2022-05-26 21:55:22
1,3,587,924,2919075,407,2022-06-22,2022-07-26,"5616 Vincent Parkways Suite 501West Elizabeth, AL 55385",1,1,2021-07-02,2023-07-08,null,null,null,North Seanport,47538,null,null,null,Valid,2022-05-14 10:13:34,2023-09-21 04:03:10
1,2,56,572,2941709,312,2022-08-11,2023-01-30,"PSC 8923, Box 1743APO AA 05038",0,0,2023-01-02,2022-06-16,null,null,null,Charleschester,32920,null,null,null,Valid,2022-04-05 17:29:03,2022-12-08 00:56:07
1,2,824,922,2950439,147,2022-01-06,2023-04-11,"5580 Matthew Streets Apt. 490Christinahaven, MS 41952",1,1,2022-05-19,2021-08-25,null,null,null,Lake Jacobchester,49876,null,null,null,Valid,2023-07-04 13:46:28,2023-08-30 23:42:14
1,1,931,720,2955120,848,2023-09-11,2023-11-04,"2736 Knapp Keys Apt. 586East Heather, IL 55918",1,0,2021-02-26,2022-05-26,null,null,null,Shortberg,44186,null,null,null,Valid,2022-03-26 04:28:55,2023-10-29 10:26:06
1,1,950,221,2966035,691,2023-10-06,2024-01-16,"7881 Munoz CoveEast Stephanie, ID 70589",0,1,2022-02-16,2022-06-29,null,null,null,Lake Theresahaven,72038,null,null,null,Valid,2021-02-22 18:23:46,2023-05-04 08:19:58
1,3,268,178,2975766,133,2022-12-30,2023-04-10,"4268 Lawrence CliffNew Riley, IN 76115",1,1,2021-06-12,2021-09-11,null,null,null,East Jamesbury,95983,null,null,null,Valid,2022-05-29 19:10:20,2023-06-15 16:04:22
