Consumer_Key,Consumer_Created_Source_System_Key,Consumer_Last_Update_Source_System_Key,Consumer_Web_Push_Opt_In_Opt_Out_Source_System_Key,Consumer_Privacy_Policy_Consent_Source_Key,Consumer_Class_Code_Key,CFDM_Channel_Code_Key,Consumer_Gender_Code_Key,Region_Code_Key,Affiliate_Code_Key,Market_Code_Key,Division_Code_Key,Consumer_Global_Unique_Identifier,Consumer_Level_Code,Consumer_Valid_Record_Indicator,Consumer_Version_Number,Consumer_Offline_Identifier,Consumer_POS_Identifier,Consumer_Online_Identifier,Consumer_Salutation_Code,Consumer_First_Name,Consumer_Middle_Name,Consumer_Last_Name,Consumer_Language_Code,Consumer_Birth_Day_Number,Consumer_Birth_Month_Number,Consumer_Birth_Year_Number,Consumer_Loyalty_Opt_In_Opt_Out_Indicator,Consumer_Web_Push_Opt_In_Opt_Out_Indicator,Consumer_Anonymization_Indicator,Consumer_Pending_Braze_Archival_Indicator,Consumer_Pending_Braze_Archival_Date,Consumer_Web_Push_Opt_In_Opt_Out_Update_Date,Consumer_Online_Registration_Date,Consumer_Online_Registration_Status_Code,Consumer_Offline_Registration_Date,Consumer_Registration_Store_Identifier,Consumer_Archived_In_Braze_Indicator,Consumer_Profile_Update_Indicator,Consumer_Profile_Last_Update_Date,Consumer_Privacy_Policy_Consent_Date,Consumer_Privacy_Policy_Reconsent_Date,Consumer_Anonymization_Timestamp,Consumer_Record_Created_Timestamp,Consumer_Record_Modified_Timestamp
2507171,19,19,19,355,682,10,1,10,523817,1,10,54b6f4c3-fc87-40d0-b97d-8fa958eab5bc,global,1,9,be3cc24f-11ab-4678-81a8-74366daef068,8eb16244-74c8-44e4-8e44-ce6a839ef6bf,62e58346-a9d0-4bb1-b5ab-417127927ef8,209574a69974a732d02c3a0ead36a909,Timothy,David,Simpson,EN,16,3,1957,0,0,1,1,2021-11-30,2021-05-24,,,2023-06-21,78898aee-c69c-424a-9aff-e5644b317b26,1,1,2023-01-23,,2022-11-10,2022-02-08T22:58:28.865Z,2022-02-08T22:58:28.865Z,2022-04-05T01:57:32.827Z
2507327,13,13,13,138,645,9,2,10,674698,1,26,7e7f755f-0b2b-447b-862c-a51922fdf932,global,0,10,f6796bd6-ef0e-4373-a6a7-23c7ef0c5c44,a04a1bd1-5eea-4083-812c-119e27869af1,00d7e5dd-903b-4db9-a155-11fefab92988,8977aeeb7c923d1bdc30c0a59fa28e7e,David,David,Benson,EN,10,4,1952,0,0,1,0,2022-07-30,2022-11-26,2022-05-12,registered,,,0,1,2024-01-23,,2022-02-09,2021-08-26T07:49:17.129Z,2021-08-26T07:49:17.129Z,2023-02-15T12:40:09.603Z
2518005,28,28,28,610,250,6,1,10,411362,1,36,20385f6d-3541-40c2-8ef9-dee067c25ff3,global,1,1,588db9cd-cf1d-4d64-ad9c-eaf5b46c968f,1ba57e12-a1ce-4739-9658-ccc0630de08e,7bcd3f77-71f1-45cf-85f5-7eef58d8e780,e205a5b831cb83cb6e1e443b4a8cec04,Roger,Jaime,Davis,EN,2,5,1951,0,0,0,0,2021-08-05,2021-08-16,,,,,0,1,2023-10-07,2022-03-15,,2023-07-09T17:28:49.944Z,2023-07-09T17:28:49.944Z,2023-11-20T18:28:03.561Z
2520866,23,23,23,822,742,8,1,10,991264,1,1,99d2bf8d-b11d-43fe-a2d9-c69c9b30e980,global,1,7,051292e7-7814-4bfe-a5c0-e2785a7e2c52,72d7b63e-721b-4f2a-96a0-eccfc2d26b56,81c19a6a-4eb5-469b-91d7-93de948eab8b,8dc680682de93686327677dd2a7894f3,Andrea,Elizabeth,Jones,EN,13,2,1959,1,1,1,1,2021-07-24,2022-02-25,,,2022-02-11,2ca0f14c-da35-4885-acdb-43dddb20cc93,0,0,2021-02-18,2021-07-14,,2022-12-05T21:42:44.369Z,2022-12-05T21:42:44.369Z,2023-01-30T13:39:54.484Z
2523580,25,25,25,95,761,8,2,10,588701,1,22,07a49590-8465-4b4c-a93c-a84446872a57,global,0,10,60b5b3bf-e5a0-481e-9865-d8a0fb41cc46,d1873987-4378-4b2a-ae3b-b0e8e8f1f436,d4604e47-a1b9-49aa-a122-9decf42d4c7d,7aeaeb9ba7e24290f1216d6f0a3e2010,Claudia,Wanda,Yang,EN,11,9,1948,0,0,0,1,2023-04-28,2021-05-09,,,,,1,0,2023-11-27,,2023-07-08,2023-01-10T11:06:46.147Z,2023-01-10T11:06:46.147Z,2023-06-22T00:41:24.354Z
2527287,30,30,30,279,604,8,1,10,394875,1,22,05cf61f3-fc31-4692-86ff-28d13d26ca2e,global,1,9,f6945857-3844-41b9-94a9-b1ab96c0acc0,45872230-03f1-4c9b-afc3-fb87b12e7c5e,5a3e161c-28f5-41b4-9184-a412d232d859,0014efc002a4ffc6baef6784a1db5052,Patricia,Cynthia,Ross,EN,21,5,1951,0,0,0,1,2022-08-11,2024-01-08,,,,,1,1,2023-09-07,2022-05-09,2023-07-22,2021-07-28T14:41:26.519Z,2021-07-28T14:41:26.519Z,2022-09-05T07:25:47.622Z
2528589,8,8,8,40,675,10,2,10,506147,1,38,64ea61f9-b8a9-4220-966b-c71c45b89ca8,global,0,10,835a668b-1692-40b8-b553-b43407c40d7b,4837f416-fb92-4d21-8e11-0a7624bbfd9b,56ed1d8e-18f7-4d47-8fc0-f333b775a118,b89fea4166d1578e537af371d0fd3636,David,Tim,Berry,EN,24,7,1981,1,1,1,0,2023-03-14,2021-10-14,,,2021-11-24,b982fd9b-79e1-450c-9d55-7ce9dac5ae2b,1,1,2022-04-23,,2022-04-16,2023-07-05T14:40:17.889Z,2023-07-05T14:40:17.889Z,2023-10-25T00:39:50.889Z
2529947,8,8,8,568,952,2,1,10,820233,1,12,e46c8429-1126-4cca-bf2b-d7a8740e7252,global,1,1,60cecc36-86a2-4528-82ba-709da1d30a8f,d68979bc-038a-4786-bd42-9d8cb8ad76c5,f4050ccd-db50-4dfd-92a0-53bb7d3db8a9,5e988fa8c56a860fb5750beea80674c5,Hannah,Rachel,Santiago,EN,17,12,2002,1,1,1,1,2021-09-24,2023-04-09,2023-02-24,registered,,,0,0,2022-09-17,,2023-05-04,2022-07-28T17:48:09.629Z,2022-07-28T17:48:09.629Z,2023-09-08T13:13:11.567Z
2546031,49,49,49,629,211,7,1,10,484934,1,10,e44d5419-9a80-4068-9c4d-bec5c75c1c98,global,1,11,2f12886a-68f6-4d22-b2ba-8134429bc71c,dd1079d1-4d91-4447-9fb1-eac88f37a6fa,87b8b681-9195-4e76-af28-34a09ffa76f1,4bf862932a34575cdfa19b79db2369d9,Tammy,Cassandra,Miller,EN,2,6,1980,1,0,1,1,2023-04-12,2021-11-25,2022-09-10,registered,,,0,1,2023-11-10,,,2022-02-09T03:28:42.469Z,2022-02-09T03:28:42.469Z,2023-02-21T16:50:01.524Z
2555439,11,11,11,35,144,1,2,10,984223,1,1,4c61c04c-5788-4d17-8825-4ec0f89d31cb,global,1,10,06707b4a-86a1-4d02-9c6a-1e99b0df5c4f,5dcf7431-5209-4497-b6c5-0ae633125cf3,ba6ceb95-f2ec-42b3-804f-dd6b81ff9906,321f86735260845703a89f98086d1a20,Thomas,Peter,Hale,EN,20,2,1950,1,1,1,1,2022-11-22,2022-11-18,,,2022-03-09,42aeea3b-9c4f-43cc-8842-9f74ad387dcf,1,1,2023-10-19,,2021-11-16,2022-12-09T20:08:31.094Z,2022-12-09T20:08:31.094Z,2024-01-14T01:32:55.225Z
2601766,25,25,25,67,49,10,1,10,526495,1,22,6b7a34c0-3743-4cd3-8d4c-c6ed8147e835,global,0,3,9b930aa3-0454-4976-bdf5-5c7118dc9c93,6321ea57-9c00-4ac3-b638-26c37b3c3e0c,0f9e0c34-5bb7-4564-9432-bb7e43afb721,6b8f3b7b28047dffe7f4bc9316aa0e79,James,Joseph,Taylor,EN,17,11,1965,1,1,1,1,2023-02-05,2023-04-10,,,2023-06-29,530e5bda-8176-4348-9c3b-19ca891a6446,1,0,2023-08-30,2021-02-24,2023-09-11,2023-01-13T14:29:34.289Z,2023-01-13T14:29:34.289Z,2023-10-03T07:59:10.302Z
2605186,31,31,31,153,420,10,2,10,294974,1,38,3ec11df3-6b58-4db0-a556-8be31c702f3a,global,0,5,705fc118-25a6-4e5f-8ee8-97a866a8f160,d17df4b2-38fc-4a29-bd41-a32368adb37c,5ed3fd30-2d2f-4322-a696-b4a306bf748c,c94ae68143ea1ce9b39daa4037c51fa2,Andre,Sean,Cooley,EN,25,2,1971,0,1,1,1,2024-01-06,2023-03-20,,,,,1,1,2022-10-19,,,2021-06-16T10:37:16.438Z,2021-06-16T10:37:16.438Z,2021-08-10T20:52:12.347Z
2606875,48,48,48,558,658,4,1,10,372230,1,11,f1ec3078-d057-4634-9b4f-fd2dfe083f24,global,0,9,344d444e-a864-4eb7-b91d-c961735f9ebd,0ed050ec-3ef5-47b8-9049-f3ddab876ee2,16b6f755-717b-4a12-b3bf-eaca3c0123f4,4b1197b27cf0df69a92882a91efd3508,John,Joseph,Harrington,EN,12,1,1992,1,0,1,1,2022-11-26,2023-12-26,2023-05-10,registered,,,1,0,2023-02-15,,2022-07-20,2022-11-20T21:34:06.477Z,2022-11-20T21:34:06.477Z,2023-07-09T09:34:54.567Z
2612889,41,41,41,498,509,8,2,10,284965,1,36,81c3b9cb-a126-4c68-96e7-9c8692f90797,global,0,6,78738e85-5074-45de-94e7-7a2b7c77f978,c6f8ade8-d0af-435e-b5b0-94cc16be87a7,48e61929-fe34-459c-bf6b-d7dbbeb8426a,02bb9e120bbdcd3b04c8ac328a66ad26,Elizabeth,Tiffany,Fisher,EN,8,1,1971,0,0,0,0,2022-11-23,2021-11-23,,,2021-06-02,e5741be5-757f-48d9-bb15-070069f4cd0c,1,0,2021-03-30,2022-02-25,2022-02-23,2022-06-02T04:42:29.060Z,2022-06-02T04:42:29.060Z,2022-06-06T02:29:49.451Z
2622041,40,40,40,647,741,7,1,10,866977,1,99,a26339db-034e-450a-80f9-02654bd136f8,global,1,10,eb0951fe-bbdb-427f-9bfc-a5c36b0809b7,241032f5-df5f-4489-a229-b82c5fb4c6e0,0a0c1784-055e-4d63-875c-71388f798cec,022ca221881745aad338f92054461ef5,Jean,Kathy,Williams,EN,6,10,1971,0,1,0,0,2023-11-11,2022-05-18,,,2021-02-28,6de7ad22-4539-4beb-a110-c5a8d076597b,1,1,2023-09-22,2022-12-14,2021-09-13,2021-08-26T20:51:12.618Z,2021-08-26T20:51:12.618Z,2023-01-25T23:13:47.806Z
2626711,13,13,13,325,949,10,1,10,903958,1,99,e364d861-5da9-4408-8796-e885b72980f3,global,0,11,8349a3f5-7656-451e-b9ba-e0d3996019bb,d6c12549-b42f-469f-b7ff-8551a4de93fa,ae059726-cc49-4c2c-8b97-a69fc6cf2914,08304b2980dbfb8c2b55acd11a26f042,Jennifer,Heidi,Flowers,ES,8,6,1974,0,0,0,1,2022-10-20,2023-03-06,,,2023-06-30,cb5bb319-75ff-46a9-a514-5e11810453b2,1,0,2023-03-25,,2021-08-04,2022-04-18T10:14:11.249Z,2022-04-18T10:14:11.249Z,2023-09-06T15:22:43.735Z
2629614,49,49,49,31,200,5,2,10,987323,1,12,bcd7a9b6-6c2a-487e-8821-90d22cee34a9,global,1,12,79a8afa6-3cbf-4ddf-9329-00abfa28baa2,561cdb4a-2e45-4c16-9bf7-77ab4c78dccd,beff6079-c502-4f87-bbbe-9538e63c0c11,3ca0bd6fe135d13b5ce9c08efff10993,Michael,Derrick,Pruitt,EN,7,10,1959,0,0,1,0,2022-04-28,2022-10-10,2022-05-14,registered,,,1,0,2023-06-20,,,2021-11-13T20:52:27.954Z,2021-11-13T20:52:27.954Z,2022-07-27T17:18:02.784Z
2639161,9,9,9,562,940,8,1,10,142243,1,38,4ad9d23d-789d-4b56-9ea0-6e7c1ed26377,global,1,9,09a04f81-6ce3-43a4-a353-36ff872dc892,afbf9edb-fc8b-4ce8-8e41-50d455efa0bc,67aafd79-9f99-4384-a3ea-9fd7e81164cb,9a01b825f1f5f1389066c3ae05bfd222,Lindsey,Kara,Ortiz,EN,16,6,1998,1,0,0,0,2021-06-28,2023-09-09,,,,,1,1,2022-12-23,2022-05-28,,2022-04-11T07:09:34.525Z,2022-04-11T07:09:34.525Z,2022-11-23T18:52:28.298Z
2662848,30,30,30,529,640,10,2,10,164614,1,12,254c09f9-b871-43db-883d-2687063f7cc4,global,0,5,a2739a4a-7630-44e8-ab80-311b37f0764a,e2350229-7917-4ede-a38b-6f55739b5211,6ef67370-e8a5-4ae9-9501-f88dc5f3575f,44fd185839112cffb3f55ebdeeaf96bf,Jason,Jacob,Howard,EN,7,7,1983,1,0,1,1,2023-04-05,2023-04-18,2023-08-19,pending,,,0,0,2023-12-11,2023-10-26,,2022-10-25T19:02:05.698Z,2022-10-25T19:02:05.698Z,2023-09-07T20:05:42.829Z
2664427,17,17,17,355,323,4,2,10,387272,1,10,06d45cb4-b08c-4fa3-8e45-3ada483b1ca3,global,0,2,1a84eb89-e061-42e0-a582-f226020dd785,ea258b4e-42a0-48d4-8f45-60a69fcda32e,ac4d86af-65d5-42d7-9cb1-27fa6f488fd8,bc97e5da83782883a52002f6b6f54680,Marcia,Heidi,Moody,EN,10,3,1960,0,0,1,1,2024-01-01,2022-01-26,,,2021-12-12,ed1cf56d-4152-47a2-8efc-f968857d15cf,1,0,2021-08-03,,,2022-05-09T09:02:11.646Z,2022-05-09T09:02:11.646Z,2023-02-10T21:28:30.413Z
2675555,7,7,7,905,450,3,1,10,466811,1,17,9e5fb247-48af-47ca-a838-c1b08932487e,global,0,12,8f8815f1-884e-4daf-9b0f-0365fc0d1d54,cbc9f385-b8d7-4d49-85ff-78a99dd5573d,1a13844c-e6f1-4286-a939-08f5ebdd3aae,afd8d373cdb499580a6d593062dc320b,Rachel,Shelby,Freeman,EN,9,7,1996,1,0,0,1,2022-07-15,2021-10-30,,,2021-07-17,6cb254ef-af26-4f4e-b840-0203363d487d,1,1,2021-07-20,,2021-10-28,2021-03-10T21:25:10.480Z,2021-03-10T21:25:10.480Z,2022-07-16T05:16:34.685Z
2678374,34,34,34,330,22,5,1,10,396997,1,11,8c9afe0a-c51b-462d-994f-78513b533394,global,0,2,84b08cd9-6ead-4865-8f9b-4e18a6f80b12,96b3d144-37c1-4892-8694-f43b7fd49e96,5fb600f5-0804-46ad-9be9-a259e9561910,74c7a6e333583601f15086b121edbd54,Mike,Brad,Harris,EN,24,7,1957,1,0,1,0,2021-04-22,2021-02-24,2021-02-07,registered,,,0,0,2023-04-14,2022-12-06,2021-11-15,2021-03-06T23:30:49.417Z,2021-03-06T23:30:49.417Z,2023-03-29T20:02:14.416Z
2693136,33,33,33,40,381,1,1,10,879897,1,26,c4d04b71-06b9-4d9b-ae61-50e052623a83,global,0,12,ee4de021-b64d-4b9b-bf6b-49f8e924eea7,6698140a-37b8-45ee-a913-56022eb4b5bd,6e06d912-2a9e-48f2-8c89-8404b8e7998c,85143a91249aae6424f5b15e0eb3fae3,Charles,Nicholas,Sanchez,EN,12,8,1972,1,1,0,0,2024-01-07,2021-06-18,,,2023-08-03,93365aed-6108-49d1-bc22-390908cc68fe,0,1,2022-12-03,2022-02-08,,2022-01-07T14:24:08.198Z,2022-01-07T14:24:08.198Z,2022-10-17T14:53:59.988Z
2708350,34,34,34,596,343,3,2,10,830534,1,1,debdc5cf-fd0b-4026-97c9-4b3e9287f191,global,0,4,efb0a382-9958-464e-a4a9-1fcce18276ac,80039872-4788-40d7-a805-c387b1976f01,7287c0a9-6260-48b5-abcf-fc0a32aceda3,ac847463a6ff228078e995aa04ac0a35,Jesse,Jack,Harris,EN,16,12,1967,1,0,0,0,2022-06-05,2023-04-26,,,,,0,1,2022-08-23,2021-09-27,,2021-03-14T08:22:48.773Z,2021-03-14T08:22:48.773Z,2022-10-05T20:54:57.912Z
2720690,48,48,48,145,730,5,1,10,227091,1,99,19f29c37-9c91-45e1-bc13-58a07662601c,global,1,12,1eb815f1-08f3-4c1b-b5ae-5562f712cb48,45ee064c-2dce-4f23-8f6d-db4249152861,99c927b0-889a-4894-946a-50807fdeb2f5,b5729db6c6e29142ef2686e81c36a23e,Kevin,Tony,George,EN,2,6,1995,0,1,0,1,2021-12-25,2021-12-24,,,,,1,1,2023-11-25,,,2022-07-06T03:23:25.954Z,2022-07-06T03:23:25.954Z,2022-09-06T20:52:25.191Z
2726559,24,24,24,287,6,7,2,10,210049,1,21,328362c8-29e9-44a6-9bdf-803e51c14659,global,0,12,68f3e969-2283-4c9e-8fe1-6b331cdaac9a,d6cba6d0-631e-429b-81f2-518bdfb00ff8,fff4fbb2-ed31-4f05-a95c-73e4530fc0b6,37436180c0d09996108fe95128ead43a,Tracy,Kimberly,Powell,EN,1,4,1958,0,0,0,0,2022-01-24,2022-07-24,,,,,0,1,2021-07-10,,,2023-12-21T16:54:59.775Z,2023-12-21T16:54:59.775Z,2024-01-18T18:34:54.701Z
2747610,38,38,38,822,591,5,2,10,934391,1,3,e0dcf8d0-102c-4c34-9977-4183877b6299,global,1,2,a2dfe101-ec67-403c-8c73-790cc7c31f73,d44dde01-ca69-437e-94c4-e2836e33299c,6e77cef7-df2c-467d-88ba-1b51c659325f,847919ddd43d4ad10d88002f4e918754,Maureen,Rebecca,Jones,EN,20,8,1999,1,1,1,1,2022-01-12,2022-01-27,,,,,1,1,2021-03-22,,2022-10-24,2023-04-29T13:04:06.918Z,2023-04-29T13:04:06.918Z,2023-06-25T01:34:32.509Z
2750214,26,26,26,643,447,8,1,10,451338,1,17,7e971c12-4610-4cc3-90e5-76f118ce4126,global,1,9,1cbee773-88b4-45ce-838a-91cbecbd9324,6b88350c-dd9a-449a-9275-5866bf3bca00,b318327e-a302-4d4d-8ab4-61d1612b75ef,811f5332c549df74fb32b42a27562031,Jason,William,Jenkins,EN,16,3,1968,0,0,0,0,2022-05-01,2022-12-04,,,,,0,0,2023-01-12,,2021-12-28,2023-05-05T06:53:04.409Z,2023-05-05T06:53:04.409Z,2023-05-24T01:40:16.668Z
2758280,42,42,42,551,518,6,2,10,846072,1,3,e055a011-bc68-4ccf-8ef0-867c51d08a2f,global,1,2,d9ad8c9c-a2b6-4154-b140-6fad22ad0c5a,d2eb09a5-f018-433b-8376-63d32e2b0f4d,e8b36c78-cbd9-495a-bd31-196b969bbd2b,07ebe3e898c07df3cabe903ab1b399ab,Derek,Jason,Orr,EN,6,8,1968,0,1,1,1,2021-04-10,2022-03-20,2021-06-05,registered,,,0,1,2022-08-27,,2021-02-10,2021-06-01T23:26:50.875Z,2021-06-01T23:26:50.875Z,2022-09-20T17:36:40.802Z
2772244,36,36,36,210,438,9,1,10,406506,1,22,611e3b0e-7944-4d07-a1a8-2054dc0294d6,global,0,8,0ab12927-5dea-4ae1-8627-24cbaaf6c07e,b0f13473-a1ca-4bb3-bba5-323866f3079f,f7ec8982-7221-4256-a130-1b1ceefbf46a,f4a85e13635f367cdd4ae5f5f66732f2,Brandon,Kyle,Hansen,EN,3,2,1948,0,0,0,1,2023-03-23,2022-12-04,,,,,1,1,2021-12-09,2023-02-02,,2022-08-28T15:20:22.745Z,2022-08-28T15:20:22.745Z,2023-12-04T19:01:17.786Z
2772633,34,34,34,767,113,7,1,10,971213,1,1,30cb6335-81fc-41ba-a13c-ec5e669427ba,global,1,4,83428c53-a9c1-4657-af63-45e9c1448b4e,c24bd6e8-2b48-4656-9762-9a5943510cc2,41ac0b6e-26b1-4f7e-9e89-f4a091af599b,230ec7f49dacc42097c4c5fb8a48ff4c,Kathy,Catherine,Olson,EN,13,3,1944,0,1,1,1,2021-12-26,2022-08-16,2021-07-13,registered,,,1,0,2023-02-10,2023-05-03,2021-10-16,2021-03-02T11:13:58.317Z,2021-03-02T11:13:58.317Z,2023-04-29T03:33:46.423Z
2781479,32,32,32,362,476,2,1,10,959529,1,99,2117bf9e-4b47-4fb7-bc71-c9a8c4ff5094,global,1,2,4aae47a0-7ce2-4f8a-8a8a-b8b43717c10e,36ea27b2-acb2-4907-9ea3-ccec02a06895,f57400ea-a254-42f2-aefe-881a987dc88d,d50c8c7e6c089754909a385b0a43421d,Michael,Jacob,Mccormick,EN,5,2,1993,1,1,0,0,2022-12-23,2021-03-17,2022-05-24,registered,,,1,0,2023-08-03,2021-02-02,,2021-07-13T08:29:50.469Z,2021-07-13T08:29:50.469Z,2022-11-30T11:02:20.312Z
2784089,42,42,42,388,981,3,1,10,158693,1,22,370fd408-9dad-4e2f-b6f5-35f2b00a28c0,global,1,12,a6af12d3-b4cd-4fa4-997b-d2b13f1aacf2,cc9f6b0b-c32b-486c-9e24-b6fa8c855547,3e363e00-5acb-4466-9462-294e09ae3d03,ee5b0fad2d19bccfe7aef7f1739f82d3,Jennifer,Stacey,Howell,EN,24,2,1968,1,0,1,1,2021-12-08,2022-08-28,,,,,1,1,2022-07-29,2023-06-07,2023-11-29,2022-05-28T13:15:26.435Z,2022-05-28T13:15:26.435Z,2023-11-04T23:10:49.706Z
2785477,39,39,39,882,548,10,1,10,992541,1,12,7d02429b-cabe-44f7-801f-d1fdf0379853,global,0,4,e49845fe-db05-4b48-ac92-d48f52479e96,fcf7ab21-8386-4f65-b53c-f9218909a05e,3e1081ea-6f2d-4208-9db3-a05b3c229445,f72927bfdcafbfc6a95bad2984c70b77,Nathaniel,Cesar,Kent,EN,9,10,1975,1,0,0,1,2021-03-24,2022-12-10,,,2023-01-22,949c764b-2351-4d88-8d68-84a64dea6ad6,1,1,2023-05-09,,2022-09-29,2021-05-18T06:51:11.509Z,2021-05-18T06:51:11.509Z,2023-11-16T05:09:00.246Z
2815681,22,22,22,528,152,7,1,10,276274,1,26,aaa415b6-6b26-4fd8-9af3-bfbe30fb2708,global,1,11,b0852c65-f9a1-4044-bcd3-90e0f54565ad,c7012334-97a4-46c8-87fa-19e10d245e44,97abc013-1db7-4564-93f8-1c28442a5efb,cd52b5c38151489056044eb7ba65e8aa,Jennifer,Emily,Smith,EN,6,2,1957,1,1,1,1,2023-08-20,2023-02-04,,,2023-04-03,dd73b12b-c200-493f-8406-e4d825329148,1,0,2021-10-02,2022-09-27,2021-04-09,2021-12-18T15:05:00.450Z,2021-12-18T15:05:00.450Z,2022-12-31T08:11:22.350Z
2820127,10,10,10,236,336,6,1,10,772546,1,22,c265a3b3-a4ce-4e71-b55b-8b05e7997b47,global,0,3,c7383d8d-b98c-4e53-be3b-1b9d6079570c,6923bfe5-3b69-4148-b98f-663d552b2a70,eda1145d-26ca-499c-997e-e16fdd2a0fe7,1e764bd8dbf23fb5348c18e4727cb6e6,Laura,Meghan,Dawson,EN,4,5,1997,0,0,0,0,2023-11-22,2021-12-26,2023-12-08,registered,,,1,0,2022-03-17,,,2022-02-02T08:33:12.232Z,2022-02-02T08:33:12.232Z,2022-04-24T06:41:11.191Z
2820288,27,27,27,16,161,10,2,10,964262,1,99,135cb895-d9cc-43db-8038-dd4443c3a14c,global,1,1,c0c248d5-8eda-480d-8b08-af1f23f661b6,bb58217c-7707-4a05-a848-98b153c4fd3e,4d114eaf-b4b6-46b8-8a17-a7281898bb1a,4ebec12495d84d71170b5129571d4a7f,Jason,Brian,Baird,EN,19,5,1964,0,1,1,1,2021-06-24,2021-10-17,,,,,0,1,2022-04-14,2022-08-11,,2022-06-15T19:23:10.301Z,2022-06-15T19:23:10.301Z,2023-03-19T10:07:28.649Z
2828763,3,3,3,750,441,8,2,10,177587,1,11,3517e750-830f-4e61-83b1-875a5029a3c7,global,1,1,95180879-9e2c-471b-81a8-595931e40f8b,cd6d4b6d-76d4-44f6-a3b0-7e5368544274,607abc34-250b-4724-ad94-dc08ed84dcfd,fd8e6bb1b6fbed663c444570e9633863,Danielle,Debbie,Miller,EN,19,8,1945,1,0,1,1,2022-08-03,2022-04-30,2021-08-26,registered,,,0,1,2023-10-07,,,2021-05-08T11:38:50.629Z,2021-05-08T11:38:50.629Z,2023-07-05T07:53:34.513Z
2833873,27,27,27,697,340,8,1,10,685279,1,26,c60dd12d-7e07-463a-9050-41fc025bc101,global,1,5,82bcb320-c67e-4f3c-aa5a-64430fb01681,5607a550-4531-42c5-95f3-8ebfe8967244,733fb056-f56e-43e5-a34c-3dc5355ba3f8,4d4c73d168516a4db29fb01c56711d2c,Jose,Cory,Patel,EN,18,10,1981,0,1,0,0,2022-12-24,2023-08-06,,,2021-03-09,e2aff59b-3422-4d38-b880-8d157c8dff0f,0,1,2023-07-14,,,2022-02-07T13:14:27.709Z,2022-02-07T13:14:27.709Z,2023-04-26T21:39:31.779Z
2836709,26,26,26,667,259,4,2,10,256558,1,10,42fa8d14-2045-47a1-a458-7f564ef3518f,global,1,2,228d34d6-e900-44cc-a136-a3e51b41e446,af95883c-9686-40e0-a065-b720182d2efa,81788053-dc64-41f7-a6f6-dc4f3f21d609,822dda0d913da30ca0562c220459aa61,Dylan,Daniel,Branch,EN,9,9,1970,0,0,1,0,2021-02-07,2021-12-09,,,2022-03-13,9e36a648-f9af-42e5-afba-306bd4a38b5a,1,1,2021-11-07,,2022-11-10,2023-07-19T14:17:33.550Z,2023-07-19T14:17:33.550Z,2023-08-10T08:30:07.751Z
2856997,50,50,50,804,459,6,1,10,961051,1,17,43a635da-465d-4202-bfdd-2ae9bc374ec3,global,1,7,53d892fb-d50d-4386-b200-4744a9635caf,921f0c4d-21c1-46ad-93ae-0dc5bc6f339e,221e173f-780e-45cd-9039-9a53e6502e22,108d31684995f3c81f60d6e660ac1fd4,Amy,Deborah,Rocha,EN,16,2,1995,0,1,0,1,2022-09-16,2022-08-21,2021-05-26,registered,,,1,0,2021-08-11,,,2023-04-27T22:30:16.168Z,2023-04-27T22:30:16.168Z,2023-05-21T21:28:52.322Z
2862844,29,29,29,50,95,8,1,10,617042,1,10,b8d60cde-e92f-485c-892e-74f9ae1f7f80,global,0,12,3f38cce5-6173-45b1-a78b-7fab4aee6a1b,800daaeb-0134-4cc0-9ddb-10ce7e2f1879,ceee7401-d50a-457d-9551-ff6b47f4e525,e543b0350f3ff8e7976a105109b990cd,Tina,Angelica,Crawford,EN,12,7,1946,1,1,0,1,2021-12-27,2022-04-27,,,,,1,0,2021-04-01,,2021-03-23,2023-01-20T00:10:55.197Z,2023-01-20T00:10:55.197Z,2024-01-19T16:44:22.251Z
2872422,43,43,43,563,971,10,2,10,555105,1,10,9f5d6cd2-13ea-481d-994d-f3fc46207e66,global,1,1,48c3fec5-90df-46b0-a97a-d8a5d03e248a,de698b8e-8a51-4150-bb92-efc1ab2404b9,55fe3016-d188-415f-b7b6-c6c038e8df4b,b37b18594d873c4d2365ae84da768c16,John,David,Wood,EN,24,7,1989,1,1,1,1,2023-05-27,2023-11-20,,,,,1,1,2023-04-17,,,2021-08-11T17:22:07.040Z,2021-08-11T17:22:07.040Z,2023-02-08T00:19:40.181Z
2881961,33,33,33,943,180,4,2,10,753233,1,3,232517cb-c3ae-4b8f-b718-5ad5f54eef41,global,0,4,7072af49-cdb5-4cbe-bdc4-7e7aa08752d1,9f581f0a-0166-4bac-8366-bb1dc7a9bb4b,3094d490-2739-461b-805a-8719e00349e6,71893ebd2538fb22c52103e2182275b7,Andrew,Michael,Dickerson,EN,11,10,1956,0,0,1,0,2023-01-22,2023-01-13,2022-06-17,registered,,,1,1,2021-09-24,2022-07-01,2023-06-24,2021-04-18T23:12:58.588Z,2021-04-18T23:12:58.588Z,2024-01-20T10:34:24.518Z
