Consumer_Phone_Key,Consumer_Phone_Country_Key,Consumer_Phone_Last_Update_Source_System_Key,Consumer_Phone_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Phone_Mobile_Wallet_Opt_In_Opt_Out_Source_System_Code_Key,Consumer_Phone_Whatsapp_Opt_In_Opt_Out_Source_System_Code_Key,Consumer_Key,Consumer_Phone_Type_Code_Key,Consumer_Phone_Record_Valid_From_Date,Consumer_Phone_Record_Valid_To_Date,Consumer_International_Phone_Number,Consumer_Phone_Current_Record_Indicator,Consumer_Phone_Mobile_Wallet_Opt_In_Opt_Out_Indicator,Consumer_Phone_Whatsapp_Opt_In_Opt_Out_Indicator,Consumer_Phone_SMS_Opt_In_Opt_Out_Indicator,Consumer_Phone_SMS_Opt_In_Opt_Out_Update_Date,Consumer_Phone_Source_Last_Update_Date,Consumer_Phone_Country_Code_Number,Consumer_Phone_Number,Consumer_Phone_Melissa_Result_Code,Consumer_Phone_Melissa_Quality_Score_Code,Consumer_Phone_SMS_Last_Click_Timestamp,Consumer_Phone_Whatsapp_Last_Click_Timestamp,Consumer_Phone_Record_Created_Timestamp,Consumer_Phone_Record_Modified_Timestamp
1,2,211,411,352,460,2062165,458,2023-05-04,2023-05-27,984-915-4636,1,0,1,0,2022-04-09,2022-12-10,0,0,null,Valid,2021-05-03 00:00:00.000000,2022-09-19 00:00:00.000000,2023-09-20 13:42:30.367553,2023-09-24 05:03:31.854593
1,3,685,2,870,906,2069166,225,2023-11-17,2024-01-14,815.452.0542x5848,0,0,0,0,2022-05-04,2023-05-13,0,0,null,Valid,2023-12-01 00:00:00.000000,2022-10-29 00:00:00.000000,2021-12-20 19:03:47.078283,2022-06-24 10:55:45.060617
1,2,69,732,809,819,2070483,816,2021-04-12,2024-01-10,+1-890-278-6956,1,1,0,1,2023-05-12,2022-11-05,0,0,null,Valid,2022-10-28 00:00:00.000000,2023-04-13 00:00:00.000000,2021-06-06 05:12:42.244086,2021-07-22 06:46:58.799431
1,3,364,25,786,517,2091739,73,2021-07-17,2023-05-10,(318)280-7004x325,1,1,0,0,2023-07-20,2021-05-15,0,0,null,Invalid,2021-11-03 00:00:00.000000,2022-08-16 00:00:00.000000,2021-06-21 00:44:10.041153,2021-11-18 02:43:35.335301
1,3,88,924,861,831,2094782,753,2022-05-22,2023-09-05,9444889937,0,1,0,1,2021-02-11,2022-03-21,0,0,null,Valid,2023-10-10 00:00:00.000000,2022-10-16 00:00:00.000000,2023-01-26 11:28:22.754643,2023-06-23 20:52:45.535066
1,3,986,637,122,390,2097764,769,2022-09-10,2023-04-20,439.987.0923x433,1,0,0,0,2023-04-20,2023-05-19,0,0,null,Valid,2022-05-05 00:00:00.000000,2023-09-01 00:00:00.000000,2021-10-04 21:56:04.459444,2023-07-07 16:06:23.163646
1,3,399,298,149,990,2100341,592,2021-08-04,2024-01-08,461.710.5928,0,0,0,1,2022-12-09,2022-01-16,0,0,null,Valid,2023-04-01 00:00:00.000000,2022-07-09 00:00:00.000000,2021-11-27 06:37:41.779434,2023-05-31 19:40:18.624551
1,1,798,789,828,397,2124637,82,2021-11-06,2023-02-18,591-855-7495x4198,1,1,0,1,2023-09-06,2023-01-24,0,0,null,Invalid,2023-02-22 00:00:00.000000,2021-12-06 00:00:00.000000,2021-07-07 06:00:10.052673,2023-01-30 14:34:51.957079
1,1,456,293,80,906,2130451,277,2022-09-16,2022-10-24,782.386.5932x8345,0,0,1,1,2022-04-21,2023-07-26,0,0,null,Valid,2021-12-24 00:00:00.000000,2021-09-17 00:00:00.000000,2023-07-30 02:23:05.790866,2023-11-11 13:02:07.381661
1,1,407,240,195,307,2133373,336,2022-10-16,2023-02-11,+1-853-324-0189x0663,0,0,1,1,2022-11-04,2021-10-28,0,0,null,Invalid,2021-05-02 00:00:00.000000,2022-03-21 00:00:00.000000,2022-09-22 15:04:40.438194,2023-05-01 08:28:04.951506
1,2,290,263,748,721,2134358,780,2023-05-15,2023-07-30,+1-615-896-1333,1,0,1,0,2021-02-16,2022-07-25,0,0,null,Valid,2021-06-19 00:00:00.000000,2022-09-09 00:00:00.000000,2023-05-27 01:57:56.855190,2023-08-31 02:43:07.886860
1,2,619,855,685,534,2135151,337,2021-01-26,2023-12-15,812-706-3010,1,0,0,1,2023-05-02,2021-03-18,0,0,null,Valid,2022-04-28 00:00:00.000000,2023-07-07 00:00:00.000000,2023-12-29 07:52:59.849154,2024-01-06 11:20:53.041871
1,2,247,966,1,809,2153692,337,2021-07-30,2023-10-14,(729)348-5695,0,1,0,1,2022-03-06,2023-07-09,0,0,null,Valid,2022-04-04 00:00:00.000000,2023-06-05 00:00:00.000000,2021-03-12 07:41:38.584291,2021-07-07 22:41:36.061547
1,1,988,703,477,300,2179013,421,2022-06-20,2022-08-05,8875150895,0,1,0,0,2021-04-01,2022-10-09,0,0,null,Invalid,2021-08-11 00:00:00.000000,2023-02-28 00:00:00.000000,2021-08-20 02:03:56.636329,2023-01-09 08:15:52.433440
1,1,719,630,192,431,2191969,591,2022-09-07,2022-11-23,(468)785-7785x635,0,1,1,1,2023-03-31,2022-06-20,0,0,null,Valid,2021-06-16 00:00:00.000000,2022-01-22 00:00:00.000000,2021-07-24 23:42:03.497720,2021-09-18 18:14:17.586791
1,1,9,882,114,46,2203205,111,2022-01-17,2022-04-14,(605)699-3311x3555,0,0,0,1,2023-07-22,2022-04-16,0,0,null,Valid,2024-01-22 00:00:00.000000,2021-05-20 00:00:00.000000,2023-03-11 10:55:38.162042,2023-04-18 22:02:25.737678
1,3,976,127,638,521,2214927,600,2021-05-22,2023-09-28,001-453-259-0677x199,0,0,0,1,2021-07-02,2023-02-09,0,0,null,Invalid,2021-11-16 00:00:00.000000,2022-04-18 00:00:00.000000,2021-10-19 11:25:37.377120,2023-02-12 21:23:55.584606
1,1,420,330,780,705,2227806,156,2022-10-08,2023-07-14,001-619-933-1700x003,1,1,0,1,2021-04-14,2024-01-20,0,0,null,Valid,2021-05-30 00:00:00.000000,2021-06-26 00:00:00.000000,2022-05-20 09:54:06.725282,2023-02-07 09:24:45.762091
1,1,173,95,300,223,2236602,76,2021-06-12,2022-04-15,874-740-7957,0,1,0,0,2024-01-10,2022-12-18,0,0,null,Valid,2023-06-09 00:00:00.000000,2022-04-11 00:00:00.000000,2021-03-10 23:37:47.473350,2023-01-12 20:50:03.347848
1,3,860,826,215,514,2241199,348,2023-07-14,2023-10-07,769.549.4897,1,0,1,0,2021-11-01,2023-02-25,0,0,null,Valid,2022-04-28 00:00:00.000000,2021-05-10 00:00:00.000000,2024-01-10 08:31:04.043962,2024-01-21 19:31:07.998138
1,1,125,650,530,509,2245659,403,2021-05-01,2023-11-06,9593898016,0,1,0,1,2021-07-09,2022-10-04,0,0,null,Valid,2023-12-08 00:00:00.000000,2021-03-24 00:00:00.000000,2021-04-11 04:23:09.305994,2023-09-18 23:03:22.280350
1,2,771,635,888,415,2246467,616,2023-09-07,2023-09-14,001-633-403-2677x83768,0,0,1,1,2021-02-19,2023-01-06,0,0,null,Valid,2021-10-19 00:00:00.000000,2021-04-05 00:00:00.000000,2021-03-05 19:01:27.943079,2021-07-06 08:02:03.723537
1,3,73,146,136,780,2256425,382,2023-12-25,2024-01-18,887-558-1502x2214,0,1,0,1,2021-03-10,2021-11-24,0,0,null,Valid,2023-01-23 00:00:00.000000,2023-10-08 00:00:00.000000,2022-06-06 13:28:03.070085,2023-07-21 00:15:24.342258
1,1,385,434,629,210,2262045,180,2022-05-27,2023-02-04,+1-825-739-0398x83751,0,0,1,1,2023-01-14,2022-06-06,0,0,null,Valid,2023-11-22 00:00:00.000000,2022-03-02 00:00:00.000000,2021-10-11 20:12:42.594621,2023-10-20 20:59:51.656534
1,1,9,357,22,938,2266631,864,2021-07-09,2022-06-18,521-756-3263x270,1,1,0,1,2023-03-30,2023-02-26,0,0,null,Invalid,2021-03-08 00:00:00.000000,2021-12-21 00:00:00.000000,2022-09-13 16:07:26.983060,2023-03-09 23:52:36.302060
1,1,456,849,60,24,2282196,273,2023-11-23,2023-11-28,581.923.0971,1,0,1,1,2023-05-01,2022-10-03,0,0,null,Invalid,2023-01-18 00:00:00.000000,2022-02-10 00:00:00.000000,2021-04-09 16:35:44.561499,2022-01-11 05:19:34.607000
1,3,547,10,301,727,2302696,718,2023-08-31,2023-10-04,271-321-1607,0,0,1,1,2021-03-04,2021-09-01,0,0,null,Invalid,2022-07-06 00:00:00.000000,2022-11-21 00:00:00.000000,2022-07-25 20:54:45.798244,2023-08-05 09:16:47.851367
1,2,268,685,930,168,2316514,183,2023-11-11,2024-01-14,(574)260-5167,1,1,1,1,2022-11-14,2022-04-01,0,0,null,Valid,2023-09-29 00:00:00.000000,2023-01-02 00:00:00.000000,2021-10-06 05:44:21.716696,2023-01-23 20:13:32.419276
1,1,869,941,156,188,2328681,151,2021-05-21,2022-01-15,321-854-8887x9893,0,0,1,1,2022-12-15,2023-12-15,0,0,null,Valid,2023-01-11 00:00:00.000000,2023-05-10 00:00:00.000000,2023-08-26 09:44:45.759493,2023-12-11 12:44:21.902165
1,2,642,388,148,635,2336745,846,2021-07-28,2022-09-19,927.261.0321x22771,0,1,0,0,2022-03-09,2022-01-08,0,0,null,Valid,2022-11-03 00:00:00.000000,2021-08-22 00:00:00.000000,2022-03-31 09:06:38.191107,2023-07-27 16:09:54.217972
1,1,709,492,886,226,2347297,1,2022-06-26,2023-04-27,384.680.5563,1,0,1,1,2022-10-05,2022-06-30,0,0,null,Valid,2023-07-10 00:00:00.000000,2021-10-15 00:00:00.000000,2022-11-10 15:15:43.210931,2023-11-14 16:54:26.946959
1,3,11,977,186,911,2350188,567,2023-06-28,2023-12-25,528-535-6211,1,0,0,1,2023-12-17,2022-05-28,0,0,null,Valid,2022-05-21 00:00:00.000000,2022-03-05 00:00:00.000000,2024-01-16 17:16:57.366628,2024-01-23 09:17:01.569317
1,1,745,914,71,493,2358878,525,2024-01-12,2024-01-18,582.420.2366,0,0,1,1,2022-07-08,2021-04-26,0,0,null,Invalid,2023-07-22 00:00:00.000000,2022-01-28 00:00:00.000000,2021-03-12 20:03:26.508443,2023-11-05 23:37:36.844463
1,2,828,721,201,174,2365545,101,2022-07-15,2023-11-02,652.239.6864x3864,1,0,1,1,2022-04-15,2021-11-14,0,0,null,Valid,2022-04-11 00:00:00.000000,2023-10-13 00:00:00.000000,2023-01-16 01:27:35.444586,2023-10-24 10:07:35.837288
1,1,247,304,762,196,2369445,465,2023-04-08,2023-10-21,612-242-7421,0,0,1,0,2023-01-07,2021-08-25,0,0,null,Valid,2023-06-03 00:00:00.000000,2022-06-19 00:00:00.000000,2021-06-27 18:13:18.084002,2022-06-04 09:22:37.343590
1,2,462,505,28,872,2379289,402,2024-01-23,2024-01-24,475-472-8481x1854,0,1,1,1,2021-09-26,2021-05-13,0,0,null,Valid,2023-01-10 00:00:00.000000,2022-05-02 00:00:00.000000,2021-08-27 11:46:09.749610,2023-07-14 09:09:47.852231
1,1,270,620,496,412,2399218,842,2023-11-23,2023-12-23,001-214-677-7363x107,0,1,1,0,2022-01-23,2022-08-03,0,0,null,Valid,2022-11-07 00:00:00.000000,2021-10-29 00:00:00.000000,2023-04-06 17:42:42.284181,2023-12-29 22:05:06.237123
1,2,98,610,402,472,2400171,102,2022-08-24,2023-06-27,730.600.0596,0,1,0,0,2022-05-24,2021-11-06,0,0,null,Valid,2023-08-14 00:00:00.000000,2022-05-02 00:00:00.000000,2021-07-24 17:45:52.196877,2023-05-21 01:35:35.615326
1,2,662,664,332,66,2403907,377,2023-09-09,2024-01-22,(949)625-8401x7164,0,0,0,0,2023-09-01,2023-09-19,0,0,null,Valid,2023-01-08 00:00:00.000000,2021-02-18 00:00:00.000000,2023-02-02 21:45:33.007591,2023-12-25 22:22:49.926452
1,1,722,431,504,289,2410006,563,2022-06-02,2023-11-05,924-712-3192x13501,0,1,0,0,2021-03-07,2021-09-03,0,0,null,Invalid,2021-06-06 00:00:00.000000,2023-03-14 00:00:00.000000,2021-11-13 06:24:02.991728,2023-01-10 20:06:07.993355
1,3,341,844,103,828,2425429,726,2023-06-14,2023-10-20,001-356-778-1435x567,1,1,0,1,2021-08-29,2021-07-03,0,0,null,Valid,2022-08-12 00:00:00.000000,2021-06-06 00:00:00.000000,2022-08-20 02:39:07.640493,2023-08-27 16:43:20.951121
1,2,148,876,423,490,2445835,702,2022-05-17,2023-06-10,001-593-665-9289,1,0,0,1,2022-01-17,2021-03-25,0,0,null,Valid,2022-02-13 00:00:00.000000,2023-06-09 00:00:00.000000,2023-01-04 13:55:02.303331,2023-02-04 22:13:22.888992
1,1,778,498,615,568,2452370,927,2022-07-30,2022-11-02,446.541.4390,1,0,1,1,2021-12-10,2023-11-05,0,0,null,Invalid,2022-11-03 00:00:00.000000,2021-08-27 00:00:00.000000,2021-10-17 00:58:57.675128,2022-12-09 19:28:37.813771
1,1,640,344,877,966,2456641,413,2024-01-16,2024-01-17,(702)495-9222,0,1,1,0,2022-08-02,2021-05-08,0,0,null,Valid,2022-07-20 00:00:00.000000,2021-02-07 00:00:00.000000,2023-05-23 02:39:50.510011,2023-09-04 14:00:05.077017
1,3,318,435,762,198,2457728,448,2023-10-01,2024-01-17,001-736-458-2427,1,0,0,0,2022-02-03,2022-12-16,0,0,null,Valid,2021-11-12 00:00:00.000000,2021-04-12 00:00:00.000000,2022-11-08 03:49:39.185246,2023-05-15 09:21:02.100829
1,2,178,464,303,464,2459743,422,2023-12-19,2024-01-18,271-419-3141x66233,0,0,1,0,2022-08-09,2022-01-10,0,0,null,Valid,2021-09-23 00:00:00.000000,2023-08-27 00:00:00.000000,2021-04-11 15:52:23.033697,2021-09-09 14:38:15.439529
1,3,297,832,3,810,2507171,261,2021-12-01,2023-04-08,6819676869,0,1,1,1,2021-08-28,2024-01-08,0,0,null,Valid,2022-06-12 00:00:00.000000,2022-05-27 00:00:00.000000,2022-10-15 10:57:31.722623,2023-12-18 19:49:03.790504
1,1,105,65,485,77,2507327,924,2023-04-20,2023-09-14,(359)875-0786x27346,1,0,0,1,2022-12-22,2023-11-07,0,0,null,Valid,2021-09-05 00:00:00.000000,2022-07-04 00:00:00.000000,2021-08-07 01:25:16.206959,2023-08-15 17:26:33.025789
1,1,323,694,778,307,2518005,376,2024-01-10,2024-01-21,+1-430-537-7018,1,1,1,1,2022-07-10,2021-01-31,0,0,null,Valid,2022-08-20 00:00:00.000000,2022-07-04 00:00:00.000000,2021-02-14 03:08:36.897500,2023-09-24 13:13:32.004449
1,2,327,569,538,834,2520866,119,2022-04-09,2022-08-16,353-951-5095x85552,1,1,1,1,2022-05-29,2022-12-17,0,0,null,Invalid,2023-04-14 00:00:00.000000,2021-08-24 00:00:00.000000,2022-05-15 13:42:29.147614,2022-07-29 04:21:25.930789
1,3,851,826,9,448,2523580,652,2022-10-09,2022-12-12,+1-963-505-6158x22228,0,0,0,1,2023-06-15,2021-04-22,0,0,null,Invalid,2023-03-25 00:00:00.000000,2022-07-24 00:00:00.000000,2022-05-11 06:53:12.107882,2022-07-25 07:06:38.802598
1,1,172,850,658,419,2527287,139,2022-08-20,2024-01-19,300.384.0331x28725,0,1,1,0,2022-09-17,2023-09-04,0,0,null,Valid,2021-02-23 00:00:00.000000,2022-07-25 00:00:00.000000,2022-03-18 20:25:04.928452,2023-04-19 18:59:33.640342
1,2,715,260,114,546,2528589,388,2022-11-08,2023-05-08,540.800.8200,1,0,0,1,2021-11-10,2021-12-11,0,0,null,Invalid,2023-03-20 00:00:00.000000,2021-05-15 00:00:00.000000,2022-01-19 21:36:23.897857,2023-06-11 09:15:44.748311
1,1,802,276,996,911,2529947,542,2023-08-08,2023-12-23,001-969-390-3803x77447,0,1,1,1,2021-08-06,2023-02-02,0,0,null,Valid,2023-07-01 00:00:00.000000,2022-05-12 00:00:00.000000,2024-01-21 19:31:12.592015,2024-01-23 17:42:04.985941
1,1,375,536,281,244,2546031,109,2021-08-09,2022-02-02,+1-206-223-4202x740,1,0,1,1,2023-05-12,2022-12-11,0,0,null,Valid,2021-07-26 00:00:00.000000,2023-03-24 00:00:00.000000,2021-11-06 16:50:12.380197,2023-01-01 13:20:00.177360
1,1,888,779,410,323,2555439,117,2023-08-05,2023-12-02,323-580-4195x21901,1,1,0,0,2022-04-24,2023-08-17,0,0,null,Valid,2022-09-20 00:00:00.000000,2023-07-18 00:00:00.000000,2022-05-15 10:09:51.574836,2022-09-03 14:52:39.002024
1,2,427,694,697,260,2601766,674,2023-10-21,2023-11-17,001-907-751-7416,1,1,0,0,2022-03-28,2022-09-29,0,0,null,Valid,2021-02-18 00:00:00.000000,2024-01-14 00:00:00.000000,2022-08-21 20:59:05.599699,2023-11-16 16:41:12.953685
1,3,505,613,902,519,2605186,613,2021-11-10,2023-12-15,(410)735-1702,1,0,1,1,2021-12-15,2023-08-14,0,0,null,Valid,2022-04-11 00:00:00.000000,2022-09-23 00:00:00.000000,2021-12-29 05:55:55.452090,2023-11-06 23:43:57.111553
1,1,517,357,828,120,2606875,49,2023-02-22,2023-10-07,865-949-0791x173,1,1,1,0,2024-01-21,2023-01-20,0,0,null,Valid,2023-06-22 00:00:00.000000,2023-03-16 00:00:00.000000,2022-12-05 15:57:25.295182,2023-10-18 02:02:29.656454
1,2,260,822,289,891,2612889,905,2022-10-30,2023-04-19,+1-233-224-0911x419,1,1,0,1,2021-10-03,2022-11-10,0,0,null,Invalid,2021-06-21 00:00:00.000000,2022-04-13 00:00:00.000000,2022-08-22 13:50:40.833054,2024-01-09 20:51:49.178430
1,1,219,388,86,256,2622041,510,2021-05-09,2022-04-13,8973294802,1,0,1,1,2021-11-22,2023-06-14,0,0,null,Suspicious,2023-08-15 00:00:00.000000,2022-11-07 00:00:00.000000,2021-06-19 02:20:13.034086,2022-12-14 08:16:40.371819
1,2,127,387,949,666,2626711,437,2023-12-23,2024-01-21,+1-699-856-4401x0465,0,0,1,0,2022-04-09,2021-04-18,0,0,null,Valid,2022-10-20 00:00:00.000000,2022-06-21 00:00:00.000000,2023-02-19 07:33:59.776814,2023-09-02 11:51:44.579041
1,2,349,536,190,674,2629614,447,2022-03-01,2023-05-17,2405336723,0,0,0,0,2023-12-20,2021-07-13,0,0,null,Valid,2022-08-15 00:00:00.000000,2023-01-04 00:00:00.000000,2023-12-28 10:39:06.725606,2024-01-07 13:11:19.541426
1,3,793,369,701,155,2639161,528,2022-07-03,2022-09-14,377.311.7458,1,1,1,1,2023-01-11,2021-10-24,0,0,null,Valid,2021-07-21 00:00:00.000000,2023-05-02 00:00:00.000000,2023-04-28 19:55:02.339820,2023-10-01 03:20:17.706401
1,3,185,836,353,242,2662848,781,2023-11-18,2023-12-01,(709)687-3032x02812,0,0,1,0,2022-07-16,2023-04-20,0,0,null,Invalid,2023-01-03 00:00:00.000000,2022-11-29 00:00:00.000000,2023-02-17 10:03:07.113931,2023-08-21 17:19:31.652895
1,3,184,549,499,766,2664427,95,2021-12-09,2023-10-19,252.890.3007x89993,0,1,1,0,2023-07-14,2023-08-14,0,0,null,Invalid,2021-02-01 00:00:00.000000,2023-06-02 00:00:00.000000,2022-06-30 03:45:32.671324,2023-06-02 07:21:23.368744
1,2,7,328,921,812,2675555,967,2023-07-05,2023-08-29,+1-929-571-0804,0,0,0,1,2023-09-07,2023-10-22,0,0,null,Valid,2023-09-03 00:00:00.000000,2023-07-16 00:00:00.000000,2023-09-27 03:17:28.729301,2023-12-11 05:00:49.361080
1,2,549,870,448,508,2678374,892,2021-04-30,2021-06-04,001-391-813-2140x533,0,0,0,1,2021-06-16,2022-05-28,0,0,null,Invalid,2021-01-29 00:00:00.000000,2022-01-27 00:00:00.000000,2021-08-21 04:14:58.542478,2022-11-12 04:04:39.761615
1,1,858,522,95,83,2693136,260,2023-11-01,2023-11-19,(414)968-7716x64722,0,0,1,0,2022-08-07,2023-10-19,0,0,null,Suspicious,2021-09-25 00:00:00.000000,2022-05-19 00:00:00.000000,2023-01-27 13:24:53.045964,2023-10-06 05:13:31.964598
1,3,225,585,270,756,2708350,293,2023-11-09,2023-12-26,001-820-417-7801x449,1,1,0,0,2022-12-20,2023-04-02,0,0,null,Valid,2021-05-15 00:00:00.000000,2021-10-25 00:00:00.000000,2022-12-28 03:40:06.350374,2023-02-11 10:05:02.696079
1,2,86,857,843,342,2720690,129,2021-05-13,2023-12-09,+1-314-736-9840x6084,0,0,1,0,2021-11-10,2023-09-24,0,0,null,Suspicious,2021-09-27 00:00:00.000000,2021-11-04 00:00:00.000000,2021-09-29 10:02:29.907959,2022-03-13 04:04:58.693272
1,3,60,282,489,156,2726559,77,2021-05-31,2022-02-01,001-386-752-8581x83205,0,0,0,0,2023-02-18,2021-11-19,0,0,null,Valid,2023-09-14 00:00:00.000000,2021-02-26 00:00:00.000000,2023-05-28 08:09:25.160488,2023-06-04 05:11:50.775649
1,1,866,43,46,180,2747610,325,2022-08-22,2023-03-16,285.772.0179,1,0,0,0,2022-07-03,2023-01-03,0,0,null,Valid,2022-05-24 00:00:00.000000,2021-02-01 00:00:00.000000,2023-10-30 22:05:46.321405,2023-12-22 21:10:48.847306
1,2,151,804,960,918,2750214,184,2022-01-02,2023-07-21,+1-908-216-3382,0,1,1,1,2022-11-09,2023-12-09,0,0,null,Invalid,2021-08-07 00:00:00.000000,2023-12-29 00:00:00.000000,2022-05-18 22:32:25.806648,2022-12-03 07:21:51.228502
1,3,595,199,104,900,2758280,209,2022-03-22,2023-07-01,001-481-687-2734,1,0,1,0,2021-06-01,2022-06-26,0,0,null,Valid,2021-03-09 00:00:00.000000,2022-03-13 00:00:00.000000,2022-12-01 05:48:36.103666,2023-09-27 04:55:41.923983
1,3,169,999,593,938,2772244,81,2022-11-22,2023-11-21,357.722.4877,0,0,1,1,2022-06-23,2022-12-13,0,0,null,Valid,2023-03-08 00:00:00.000000,2021-10-15 00:00:00.000000,2023-12-12 20:28:50.866757,2023-12-15 07:39:18.814687
1,3,157,537,875,530,2772633,700,2023-09-08,2023-11-03,+1-756-985-0803x5073,0,0,1,1,2023-10-16,2022-12-14,0,0,null,Invalid,2022-02-12 00:00:00.000000,2022-09-09 00:00:00.000000,2022-10-02 03:56:16.939196,2023-11-13 16:01:47.902811
1,3,34,865,688,985,2781479,183,2023-04-29,2023-06-17,969-915-7204x125,0,1,1,0,2023-06-17,2021-11-20,0,0,null,Invalid,2022-07-24 00:00:00.000000,2023-08-11 00:00:00.000000,2022-02-05 22:26:26.845079,2023-11-02 22:08:51.021715
1,2,968,170,81,710,2784089,802,2022-06-04,2022-06-27,266-488-2405x298,1,0,1,0,2021-07-27,2022-12-10,0,0,null,Valid,2023-09-20 00:00:00.000000,2023-10-01 00:00:00.000000,2021-07-03 10:54:04.534178,2022-04-16 04:55:53.344718
1,1,620,77,187,199,2785477,415,2023-01-15,2023-05-09,381.694.7879x08574,0,1,0,1,2022-02-24,2021-10-19,0,0,null,Valid,2023-07-12 00:00:00.000000,2022-07-02 00:00:00.000000,2021-08-22 09:04:14.618969,2021-09-19 18:51:37.521652
1,3,906,669,204,726,2815681,602,2022-03-11,2023-11-28,001-578-470-1194,0,0,1,0,2023-10-07,2022-10-04,0,0,null,Valid,2023-07-26 00:00:00.000000,2023-12-04 00:00:00.000000,2021-02-01 17:40:56.604204,2022-07-25 06:34:15.340536
1,1,10,867,760,163,2820127,785,2023-01-08,2023-05-27,733.222.7890x48550,0,1,1,0,2021-06-01,2022-10-23,0,0,null,Valid,2022-02-18 00:00:00.000000,2021-03-17 00:00:00.000000,2023-12-12 06:12:47.687390,2024-01-04 02:37:32.814155
1,1,53,497,310,662,2820288,149,2023-06-28,2023-08-10,656.617.0702x976,1,0,1,1,2022-03-07,2022-03-20,0,0,null,Valid,2023-07-17 00:00:00.000000,2022-09-02 00:00:00.000000,2021-02-02 15:18:32.850186,2023-12-20 13:13:36.258401
1,2,797,413,514,60,2828763,599,2022-10-20,2023-09-30,001-449-988-6440x835,1,0,0,0,2022-11-01,2023-09-21,0,0,null,Valid,2023-04-16 00:00:00.000000,2021-03-18 00:00:00.000000,2023-05-11 19:45:42.863827,2023-12-05 15:38:09.646742
1,1,527,581,726,746,2833873,639,2023-01-09,2023-10-19,351-883-9497,0,0,0,1,2021-05-23,2023-07-07,0,0,null,Valid,2021-04-01 00:00:00.000000,2022-04-26 00:00:00.000000,2022-04-28 10:31:38.517227,2023-07-11 08:47:13.118404
1,1,335,883,133,700,2836709,470,2022-07-19,2023-01-02,+1-905-603-6074,1,0,0,1,2022-11-21,2024-01-03,0,0,null,Invalid,2021-08-08 00:00:00.000000,2021-10-26 00:00:00.000000,2024-01-06 19:40:55.811805,2024-01-18 00:36:01.895316
1,2,58,579,133,363,2856997,408,2021-04-07,2023-09-11,659.305.6195,0,1,0,0,2022-08-04,2022-05-18,0,0,null,Valid,2022-05-08 00:00:00.000000,2023-02-16 00:00:00.000000,2022-05-29 00:17:33.866428,2023-10-21 00:06:01.620335
1,3,426,663,557,180,2862844,699,2022-07-21,2024-01-21,(552)740-9120,1,1,1,0,2023-11-13,2023-09-14,0,0,null,Valid,2023-10-20 00:00:00.000000,2022-11-07 00:00:00.000000,2021-05-28 16:12:16.677177,2023-08-04 06:26:36.557997
1,2,182,193,359,541,2872422,204,2022-05-30,2023-07-17,762-629-0099x6507,0,1,0,0,2021-10-30,2023-07-10,0,0,null,Valid,2022-02-10 00:00:00.000000,2022-01-21 00:00:00.000000,2023-07-12 09:57:45.115577,2023-09-17 14:00:39.557963
1,1,37,886,251,475,2881961,211,2022-03-11,2022-07-28,(395)437-1407x61560,0,1,0,0,2022-11-26,2023-03-04,0,0,null,Valid,2023-06-19 00:00:00.000000,2021-07-14 00:00:00.000000,2023-01-31 01:42:45.071558,2023-11-09 21:45:14.990770
1,2,504,136,261,793,2886957,154,2022-05-04,2022-07-07,(741)680-5134x510,1,0,0,1,2022-08-23,2021-05-20,0,0,null,Invalid,2021-12-25 00:00:00.000000,2023-08-20 00:00:00.000000,2022-06-12 07:35:44.384463,2022-07-07 10:43:29.470249
1,2,684,370,443,674,2894829,687,2022-10-08,2023-03-03,001-709-217-9314x234,0,1,1,0,2023-07-29,2022-06-03,0,0,null,Valid,2021-12-22 00:00:00.000000,2022-11-25 00:00:00.000000,2021-06-11 23:32:31.597209,2022-05-14 22:40:19.419219
1,2,834,713,653,713,2899374,365,2022-01-16,2023-11-03,977.589.3663,1,0,1,0,2024-01-12,2021-09-12,0,0,null,Valid,2021-12-29 00:00:00.000000,2022-06-14 00:00:00.000000,2023-08-03 08:34:19.982166,2023-09-29 18:31:22.144359
1,2,940,304,428,272,2904318,642,2021-11-03,2022-10-08,748-202-0039,1,1,0,1,2022-06-28,2021-07-07,0,0,null,Valid,2022-05-11 00:00:00.000000,2023-01-18 00:00:00.000000,2022-03-18 06:16:36.876117,2023-04-29 01:40:45.790784
1,3,2,95,502,583,2919075,675,2022-05-28,2022-06-23,(918)963-9620,1,1,1,1,2023-11-24,2023-09-23,0,0,null,Valid,2021-10-26 00:00:00.000000,2023-11-20 00:00:00.000000,2023-09-08 21:25:15.232110,2024-01-20 20:53:28.696227
1,3,461,440,928,554,2941709,214,2022-04-20,2023-09-17,884.833.1265x64630,1,0,0,1,2022-10-16,2023-03-09,0,0,null,Valid,2023-01-01 00:00:00.000000,2021-12-02 00:00:00.000000,2022-07-26 14:26:51.768372,2023-03-09 14:26:02.747252
1,1,914,968,213,445,2950439,309,2022-01-19,2022-04-06,672-824-9932x631,1,0,0,1,2023-07-30,2023-02-10,0,0,null,Valid,2021-03-02 00:00:00.000000,2023-04-01 00:00:00.000000,2022-11-08 15:04:58.689534,2023-07-29 22:52:09.441055
